epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,338902,0.91226,0.56369,0.94251,0.72966,0.47663,0.49855,0.33398,0.89119,0.52949,0.95044,0.003697,0.003697,0.003697
193,340662,0.91311,0.5643,0.94364,0.73252,0.47032,0.49861,0.33421,0.89116,0.5293,0.95046,0.003664,0.003664,0.003664
194,342426,0.91318,0.56314,0.9438,0.72192,0.47771,0.49873,0.334,0.89136,0.52949,0.9505,0.003631,0.003631,0.003631
195,344194,0.91015,0.56258,0.94212,0.729,0.47494,0.49893,0.33445,0.89139,0.5298,0.95051,0.003598,0.003598,0.003598
196,345974,0.9101,0.56049,0.9408,0.72778,0.47624,0.49877,0.33422,0.89152,0.52983,0.9504,0.003565,0.003565,0.003565
197,347735,0.90956,0.55986,0.94259,0.72303,0.4778,0.49829,0.33389,0.89137,0.53004,0.95033,0.003532,0.003532,0.003532
198,349493,0.90908,0.55862,0.94118,0.7216,0.47785,0.49823,0.33417,0.89139,0.53036,0.95027,0.003499,0.003499,0.003499
199,351252,0.90674,0.55813,0.9397,0.73065,0.47351,0.49851,0.33399,0.89134,0.53046,0.95018,0.003466,0.003466,0.003466
200,353012,0.90672,0.55552,0.93957,0.72994,0.4744,0.49806,0.33415,0.89162,0.53084,0.9503,0.003433,0.003433,0.003433
201,354769,0.90526,0.55464,0.9409,0.72443,0.47649,0.49803,0.33412,0.89152,0.5313,0.95033,0.0034,0.0034,0.0034
202,356529,0.90387,0.55439,0.94031,0.72794,0.47474,0.49888,0.33437,0.8915,0.53201,0.95044,0.003367,0.003367,0.003367
203,358287,0.90534,0.55464,0.94049,0.73074,0.47182,0.49782,0.33376,0.89147,0.53297,0.95038,0.003334,0.003334,0.003334
204,360047,0.90479,0.55332,0.93984,0.7366,0.47027,0.49811,0.3342,0.89134,0.53418,0.95027,0.003301,0.003301,0.003301
205,361806,0.90226,0.55155,0.93998,0.73322,0.47178,0.49785,0.33386,0.89154,0.53506,0.95041,0.003268,0.003268,0.003268
206,363562,0.89977,0.54951,0.93709,0.72741,0.4741,0.49859,0.33411,0.89161,0.53535,0.95047,0.003235,0.003235,0.003235
207,365318,0.90058,0.54848,0.93811,0.73309,0.47184,0.49844,0.33423,0.89158,0.53587,0.95059,0.003202,0.003202,0.003202
208,367074,0.89959,0.54789,0.93752,0.73457,0.47523,0.4994,0.33391,0.89146,0.53592,0.95047,0.003169,0.003169,0.003169
209,368828,0.89635,0.54599,0.93744,0.73564,0.47466,0.49932,0.33416,0.89133,0.5363,0.95057,0.003136,0.003136,0.003136
210,370582,0.89554,0.54456,0.93681,0.73521,0.47479,0.49922,0.33391,0.8911,0.53629,0.95078,0.003103,0.003103,0.003103
211,372340,0.89557,0.54392,0.93672,0.68735,0.47751,0.49905,0.33425,0.89111,0.53655,0.95094,0.00307,0.00307,0.00307
212,374095,0.89426,0.54262,0.93718,0.68603,0.47732,0.49833,0.33419,0.89105,0.53715,0.951,0.003037,0.003037,0.003037
213,375848,0.89235,0.54171,0.9365,0.68196,0.47999,0.4981,0.33413,0.89122,0.53759,0.95117,0.003004,0.003004,0.003004
214,377606,0.89272,0.54162,0.93572,0.68688,0.47875,0.49808,0.33383,0.89149,0.53814,0.95139,0.002971,0.002971,0.002971
215,379361,0.89288,0.54003,0.93444,0.68943,0.47575,0.49711,0.33358,0.89148,0.53843,0.95131,0.002938,0.002938,0.002938
216,381115,0.88933,0.53759,0.93353,0.68939,0.47478,0.49659,0.33325,0.89153,0.53871,0.95144,0.002905,0.002905,0.002905
217,382870,0.88907,0.53728,0.93313,0.6893,0.47737,0.49704,0.33321,0.89142,0.53857,0.95148,0.002872,0.002872,0.002872
218,384628,0.88936,0.5372,0.93276,0.69182,0.47667,0.49718,0.3334,0.89166,0.53877,0.95151,0.002839,0.002839,0.002839
219,386384,0.88826,0.53596,0.93254,0.73499,0.47638,0.49808,0.33388,0.89173,0.53889,0.95153,0.002806,0.002806,0.002806
220,388139,0.88511,0.53285,0.9324,0.73162,0.47694,0.49896,0.33434,0.89196,0.5389,0.95163,0.002773,0.002773,0.002773
221,389896,0.88309,0.53071,0.93132,0.69452,0.47497,0.4992,0.33429,0.89175,0.53904,0.95161,0.00274,0.00274,0.00274
222,391650,0.88168,0.531,0.93057,0.68811,0.48098,0.49921,0.33458,0.89186,0.53879,0.95173,0.002707,0.002707,0.002707
223,393417,0.88178,0.5292,0.92989,0.68637,0.48144,0.4997,0.33484,0.89173,0.5393,0.9516,0.002674,0.002674,0.002674
224,395190,0.88211,0.52914,0.93109,0.68725,0.47816,0.49988,0.33472,0.89177,0.53998,0.95177,0.002641,0.002641,0.002641
225,396949,0.87978,0.52729,0.9303,0.68497,0.47894,0.50005,0.33491,0.89187,0.54045,0.95178,0.002608,0.002608,0.002608
226,398723,0.87932,0.52649,0.92758,0.68262,0.47932,0.49968,0.33477,0.89176,0.54089,0.95165,0.002575,0.002575,0.002575
227,400477,0.87875,0.52551,0.92895,0.68379,0.48022,0.49956,0.3344,0.89203,0.54081,0.95174,0.002542,0.002542,0.002542
228,402234,0.87734,0.52428,0.92734,0.6808,0.4816,0.49969,0.33444,0.89195,0.54112,0.95171,0.002509,0.002509,0.002509
229,403996,0.87486,0.52123,0.92867,0.68458,0.47873,0.49913,0.33413,0.8921,0.54154,0.95203,0.002476,0.002476,0.002476
230,405753,0.87289,0.519,0.92722,0.68802,0.47888,0.49929,0.33461,0.89231,0.54203,0.95221,0.002443,0.002443,0.002443
231,407507,0.87247,0.5205,0.92714,0.72993,0.48108,0.49984,0.33454,0.89255,0.54315,0.9524,0.00241,0.00241,0.00241
232,409258,0.87222,0.51796,0.92546,0.72854,0.47659,0.49947,0.33466,0.89294,0.54341,0.95258,0.002377,0.002377,0.002377
233,411013,0.86777,0.51525,0.9256,0.72642,0.47844,0.5,0.33466,0.89334,0.54362,0.95289,0.002344,0.002344,0.002344
234,412767,0.86722,0.51514,0.92513,0.72096,0.47711,0.49913,0.33426,0.89343,0.54333,0.95301,0.002311,0.002311,0.002311
235,414517,0.86691,0.51396,0.92364,0.71428,0.48091,0.49942,0.33423,0.89371,0.54344,0.95315,0.002278,0.002278,0.002278
236,416274,0.86625,0.51251,0.92401,0.71713,0.48172,0.49944,0.33431,0.89369,0.54348,0.95309,0.002245,0.002245,0.002245
237,418027,0.8658,0.5115,0.92435,0.73608,0.47459,0.49931,0.33441,0.89391,0.54323,0.95327,0.002212,0.002212,0.002212
238,419778,0.86272,0.50971,0.92262,0.72843,0.47837,0.49914,0.33464,0.89393,0.5433,0.95329,0.002179,0.002179,0.002179
239,421537,0.85979,0.50635,0.92124,0.72765,0.47574,0.49848,0.33443,0.89415,0.54349,0.95331,0.002146,0.002146,0.002146
240,423292,0.8598,0.50593,0.92069,0.72339,0.47537,0.49848,0.3341,0.89415,0.544,0.95327,0.002113,0.002113,0.002113
241,425043,0.85807,0.50457,0.92081,0.72037,0.47723,0.49815,0.33368,0.89429,0.54435,0.95342,0.00208,0.00208,0.00208
242,426801,0.8564,0.50254,0.92049,0.72189,0.47952,0.49863,0.33342,0.89432,0.54477,0.95356,0.002047,0.002047,0.002047
243,428557,0.85525,0.50177,0.92028,0.72529,0.47832,0.49787,0.33269,0.89416,0.54527,0.95368,0.002014,0.002014,0.002014
244,430315,0.85437,0.50083,0.91837,0.72993,0.47608,0.49739,0.33273,0.89434,0.5461,0.95371,0.001981,0.001981,0.001981
245,432072,0.85193,0.49863,0.91859,0.73205,0.47707,0.49708,0.33278,0.89439,0.54627,0.95377,0.001948,0.001948,0.001948
246,433830,0.85093,0.49717,0.91788,0.72847,0.47788,0.49711,0.33268,0.89461,0.54663,0.95397,0.001915,0.001915,0.001915
247,435587,0.85011,0.49624,0.91827,0.7264,0.47932,0.49759,0.33261,0.8948,0.54719,0.95419,0.001882,0.001882,0.001882
248,437344,0.84703,0.49343,0.91627,0.72179,0.47956,0.49679,0.33237,0.89485,0.54752,0.95426,0.001849,0.001849,0.001849
249,439101,0.84421,0.49049,0.91451,0.72155,0.48024,0.49747,0.33275,0.89499,0.54769,0.95431,0.001816,0.001816,0.001816
250,440859,0.84501,0.49036,0.9142,0.72027,0.48067,0.49796,0.33308,0.89516,0.54773,0.95433,0.001783,0.001783,0.001783
251,442615,0.84257,0.489,0.9152,0.71629,0.48128,0.4976,0.33272,0.89551,0.548,0.95465,0.00175,0.00175,0.00175
252,444368,0.8405,0.48572,0.91358,0.71718,0.48249,0.49762,0.33234,0.89586,0.54866,0.95483,0.001717,0.001717,0.001717
253,446125,0.83611,0.4841,0.91214,0.6721,0.4844,0.49696,0.33233,0.896,0.54947,0.95516,0.001684,0.001684,0.001684
254,447879,0.83723,0.48255,0.9111,0.72249,0.4776,0.49736,0.33305,0.89616,0.54956,0.95534,0.001651,0.001651,0.001651
255,449635,0.83701,0.48189,0.91101,0.71717,0.48268,0.49682,0.33291,0.89622,0.54893,0.95544,0.001618,0.001618,0.001618
256,451385,0.83173,0.4786,0.90996,0.7208,0.4808,0.49766,0.33318,0.89642,0.54886,0.95565,0.001585,0.001585,0.001585
257,453141,0.83036,0.47743,0.90867,0.71378,0.48502,0.49818,0.33349,0.89672,0.54882,0.95589,0.001552,0.001552,0.001552
258,454899,0.83156,0.4771,0.90875,0.67364,0.48359,0.49792,0.33293,0.89694,0.54886,0.95593,0.001519,0.001519,0.001519
259,456650,0.82648,0.47369,0.90659,0.67318,0.48399,0.49755,0.33303,0.89717,0.54901,0.9561,0.001486,0.001486,0.001486
260,458401,0.82696,0.47171,0.9071,0.62908,0.48494,0.49684,0.3328,0.89758,0.54918,0.95629,0.001453,0.001453,0.001453
261,460158,0.82276,0.47076,0.90674,0.63416,0.48279,0.49675,0.3322,0.89833,0.54988,0.95683,0.00142,0.00142,0.00142
262,461912,0.82139,0.46841,0.9064,0.63874,0.48219,0.49694,0.33237,0.89864,0.55036,0.95712,0.001387,0.001387,0.001387
263,463663,0.8183,0.46553,0.90384,0.67735,0.48227,0.49642,0.3321,0.89889,0.55064,0.9573,0.001354,0.001354,0.001354
264,465419,0.81659,0.46431,0.90281,0.67649,0.47883,0.49593,0.33168,0.8994,0.55147,0.95755,0.001321,0.001321,0.001321
265,467164,0.81464,0.46231,0.90289,0.67569,0.47834,0.49541,0.33116,0.89951,0.55182,0.95772,0.001288,0.001288,0.001288
266,468920,0.81208,0.46063,0.9012,0.67367,0.4796,0.49486,0.33081,0.89993,0.55214,0.95799,0.001255,0.001255,0.001255
267,470675,0.80997,0.45749,0.90126,0.67523,0.47818,0.4947,0.33052,0.90026,0.5528,0.95815,0.001222,0.001222,0.001222
268,472421,0.80702,0.45519,0.9003,0.67893,0.47809,0.49477,0.33019,0.90047,0.5534,0.95833,0.001189,0.001189,0.001189
269,474179,0.80583,0.45442,0.89988,0.67551,0.47728,0.49425,0.32965,0.90087,0.55448,0.95871,0.001156,0.001156,0.001156
270,475931,0.80382,0.45117,0.8977,0.67163,0.47856,0.49341,0.32932,0.90133,0.55511,0.95913,0.001123,0.001123,0.001123
271,477684,0.80039,0.45039,0.89774,0.68286,0.47229,0.49279,0.32886,0.90167,0.55589,0.95951,0.00109,0.00109,0.00109
272,479439,0.80038,0.44928,0.89895,0.68042,0.47629,0.4929,0.32856,0.90212,0.55689,0.95996,0.001057,0.001057,0.001057
273,481194,0.79779,0.44605,0.89469,0.67906,0.4769,0.49255,0.32812,0.90234,0.55707,0.96002,0.001024,0.001024,0.001024
274,482946,0.79532,0.44369,0.89477,0.68104,0.4773,0.4929,0.3284,0.90272,0.55704,0.96043,0.000991,0.000991,0.000991
275,484702,0.79281,0.44241,0.89388,0.68995,0.47308,0.49271,0.32801,0.90337,0.55747,0.96092,0.000958,0.000958,0.000958
276,486459,0.78888,0.44008,0.89199,0.68747,0.47235,0.49256,0.32781,0.9039,0.55807,0.96118,0.000925,0.000925,0.000925
277,488211,0.78819,0.43856,0.89277,0.68739,0.47067,0.49263,0.32725,0.90441,0.55867,0.96169,0.000892,0.000892,0.000892
278,489968,0.78537,0.43572,0.89166,0.68626,0.47014,0.49344,0.32734,0.90493,0.55912,0.96226,0.000859,0.000859,0.000859
279,491723,0.78376,0.4339,0.88945,0.656,0.46664,0.49298,0.32746,0.90538,0.55938,0.96251,0.000826,0.000826,0.000826
280,493481,0.77891,0.43088,0.8888,0.65405,0.46619,0.49197,0.32689,0.90603,0.55951,0.96289,0.000793,0.000793,0.000793
281,495230,0.77559,0.42911,0.88789,0.65209,0.46762,0.49082,0.32625,0.9066,0.5598,0.96337,0.00076,0.00076,0.00076
282,496980,0.77327,0.42656,0.8873,0.64644,0.47098,0.49022,0.32666,0.90732,0.55984,0.96393,0.000727,0.000727,0.000727
283,498728,0.77135,0.42402,0.88713,0.64226,0.4724,0.48989,0.32647,0.90766,0.55975,0.96426,0.000694,0.000694,0.000694
284,500482,0.7673,0.42196,0.88484,0.63169,0.47449,0.48864,0.32569,0.90823,0.56053,0.96474,0.000661,0.000661,0.000661
285,502239,0.76437,0.41971,0.88393,0.61675,0.47891,0.48807,0.32528,0.90898,0.56172,0.9652,0.000628,0.000628,0.000628
286,503996,0.7627,0.41714,0.8828,0.63303,0.47338,0.48752,0.32484,0.90951,0.56202,0.96559,0.000595,0.000595,0.000595
287,505746,0.76007,0.41533,0.88319,0.63873,0.46844,0.48716,0.3245,0.91029,0.56208,0.96626,0.000562,0.000562,0.000562
288,507501,0.75742,0.41237,0.88083,0.63192,0.47048,0.48684,0.32435,0.91109,0.56307,0.96683,0.000529,0.000529,0.000529
289,509259,0.75496,0.41071,0.88011,0.62835,0.46743,0.48598,0.32368,0.9119,0.56398,0.9674,0.000496,0.000496,0.000496
290,511007,0.75104,0.40852,0.87938,0.62329,0.46994,0.48595,0.32309,0.91251,0.56537,0.96792,0.000463,0.000463,0.000463
291,512789,0.76388,0.40409,0.87849,0.62625,0.4665,0.48534,0.32298,0.91322,0.56588,0.96839,0.00043,0.00043,0.00043
292,514535,0.75681,0.39849,0.87641,0.62525,0.4664,0.48483,0.32246,0.91397,0.56686,0.9688,0.000397,0.000397,0.000397
293,516283,0.75353,0.39572,0.87387,0.66304,0.46871,0.48423,0.32196,0.91478,0.5679,0.96943,0.000364,0.000364,0.000364
294,518033,0.74874,0.39227,0.87174,0.66016,0.46872,0.48397,0.32177,0.9156,0.56889,0.97001,0.000331,0.000331,0.000331
295,519782,0.74375,0.38857,0.8714,0.66279,0.4672,0.48378,0.32149,0.91624,0.56999,0.97064,0.000298,0.000298,0.000298
296,521526,0.73986,0.3863,0.87018,0.66239,0.46901,0.48317,0.32132,0.91708,0.57135,0.97127,0.000265,0.000265,0.000265
297,523274,0.7365,0.38362,0.86831,0.65343,0.47513,0.48224,0.32098,0.91787,0.57238,0.97199,0.000232,0.000232,0.000232
298,525024,0.73303,0.38124,0.86824,0.6604,0.47302,0.48182,0.32024,0.9188,0.57331,0.97292,0.000199,0.000199,0.000199
299,526771,0.72956,0.37919,0.86637,0.66534,0.46955,0.4818,0.32011,0.91961,0.57399,0.97368,0.000166,0.000166,0.000166
300,528521,0.72733,0.37661,0.86595,0.662,0.47067,0.48119,0.31922,0.92039,0.57482,0.97453,0.000133,0.000133,0.000133
